time              Acceleration                 	Velocity                 Angel_Acceleration            	Angel_Velocity
1.4000s     (0.00000,1.57000,0.00000)    (0.00000,2.19800,0.00000)    (0.00000,0.00000,2.58105)    (0.00000,0.00000,0.71094)
1.4100s     (0.00000,1.57000,0.00000)    (0.00000,2.21370,0.00000)    (0.00000,0.00000,0.25120)    (0.00000,0.00000,0.71345)
1.4200s     (0.00000,1.57000,0.00000)    (0.00000,2.22940,0.00000)    (0.00000,0.00000,-2.27800)    (0.00000,0.00000,0.69067)
1.4300s     (0.00000,1.57000,0.00000)    (0.00000,2.24510,0.00000)    (0.00000,0.00000,-3.10934)    (0.00000,0.00000,0.65958)
1.4400s     (0.00000,1.57000,0.00000)    (0.00000,2.26080,0.00000)    (0.00000,0.00000,-1.57379)    (0.00000,0.00000,0.64384)
1.4500s     (0.00000,1.57000,0.00000)    (0.00000,2.27650,0.00000)    (0.00000,0.00000,1.18703)    (0.00000,0.00000,0.65571)
1.4600s     (0.00000,1.57000,0.00000)    (0.00000,2.29220,0.00000)    (0.00000,0.00000,3.03125)    (0.00000,0.00000,0.68603)
1.4700s     (0.00000,1.57000,0.00000)    (0.00000,2.30790,0.00000)    (0.00000,0.00000,2.47726)    (0.00000,0.00000,0.71080)
1.4800s     (0.00000,1.57000,0.00000)    (0.00000,2.32360,0.00000)    (0.00000,0.00000,-0.07325)    (0.00000,0.00000,0.71007)
1.4900s     (0.00000,1.57000,0.00000)    (0.00000,2.33930,0.00000)    (0.00000,0.00000,-2.57719)    (0.00000,0.00000,0.68429)
1.5000s     (0.00000,1.57000,0.00000)    (0.00000,2.35500,0.00000)    (0.00000,0.00000,-2.96185)    (0.00000,0.00000,0.65468)
1.5100s     (0.00000,1.57000,0.00000)    (0.00000,2.37070,0.00000)    (0.00000,0.00000,-0.86432)    (0.00000,0.00000,0.64603)
1.5200s     (0.00000,1.57000,0.00000)    (0.00000,2.38640,0.00000)    (0.00000,0.00000,1.97752)    (0.00000,0.00000,0.66581)
1.5300s     (0.00000,1.57000,0.00000)    (0.00000,2.40210,0.00000)    (0.00000,0.00000,3.13067)    (0.00000,0.00000,0.69711)
1.5400s     (0.00000,1.57000,0.00000)    (0.00000,2.41780,0.00000)    (0.00000,0.00000,1.56149)    (0.00000,0.00000,0.71273)
1.5500s     (0.00000,1.57000,0.00000)    (0.00000,2.43350,0.00000)    (0.00000,0.00000,-1.39281)    (0.00000,0.00000,0.69880)
